Timestamp,Do you believe in a personal God?,"How would you categorize yourself, religiously speaking",How often do you voluntarily attend religious services?,How would you categorize your beliefs?,Supernatural forces exist which cannot be directly addressed by science,"We can relate to God personally, as opposed to an impersonal force",God (or gods) communicate by divine revelation to humans,Holy scriptures are a reliable source of divine truth,Unrighteousness or wrongdoing will be punished in the afterlife,What is your primary programming language used at work (if any)?,What is your favorite programming language?,How many years have you been programming?,Righteousness is rewarded in the afterlife,God communicates to people in ways we can clearly understand,Holy scriptures are a reliable source of practical guidance for everyday life,All people will eventually be reconciled with or joined to God,I have personally had a supernatural spiritual experience,God loves everybody,How many years have you been programming professionally?,How would you describe your education?,Human beings are basically or inherently good,Human suffering in this life is caused by sin or unrighteousness,"Human beings were specially created in their present form, apart from natural processes",Naturalistic theories are insufficient to account for the origin and complexity of life,Feedback
4/25/2014 21:25:11,,,At least once a year,"Buddhist, Agnostic, Atheist",1,1,,1,1,"Java, ruby",Ruby,6,1,1,1,1,1,,2,Bachelor's degree,3,2,1,1,
4/25/2014 21:46:46,,,Never,"Moderate, Agnostic, Atheist, Humanist",1,1,,1,1,C#,Haskell,15,1,1,1,1,1,,10,Some higher education,3,1,1,1,
4/25/2014 21:46:54,,,At least once a week,Pagan,5,5,,1,5,c++,c++,36,5,3,1,3,3,,32,Bachelor's degree,3,2,1,1,
4/25/2014 21:49:35,,,At least once a year,Hindu,3,4,,3,4,"C, Java, Lua, Scheme",C,14,4,4,4,3,4,,8,Graduate degree,2,2,2,2,
4/25/2014 21:49:37,,,Never,Atheist,1,1,,1,1,C,C,10,1,1,1,1,1,,5,Bachelor's degree,1,1,,1,
4/25/2014 21:57:56,,,At least once a week,"Christian, Conservative",5,4,,4,4,C#,Java,3,5,3,2,4,3,,1,Some higher education,5,1,3,2,
4/25/2014 21:56:53,,,Never,Atheist,1,1,,1,1,Java,Lisp,12,1,1,1,1,1,,5,Some higher education,3,1,1,1,
4/25/2014 21:59:05,,,At least once a year,Christian,3,5,,4,5,VB.Net,C++,9,4,5,3,5,3,,2,Bachelor's degree,1,3,1,3,
4/25/2014 22:04:31,,,Never,Agnostic,1,1,,1,1,"Javascript, Java",Java,5,1,1,1,1,1,,2,Bachelor's degree,4,1,1,2,
4/25/2014 22:01:58,,,Never,No religion,1,1,,1,1,"lisp,c,python,shell",lisp,25,1,1,1,1,1,,20,Two-year (associate's) degree,3,1,1,1,
4/25/2014 22:07:18,,,Never,"Agnostic, Atheist",1,1,,1,1,Java,C,9,1,1,1,1,,,3,Some post-graduate education,3,2,1,1,
4/25/2014 22:08:54,,,At least once a week,"Christian, Conservative",4,4,,4,4,C#,C,33,4,3,4,5,3,,30,Some higher education,4,2,2,4,
4/25/2014 22:09:49,,,More than twice a week,Christian,5,5,,5,1,Ruby,Haskell,11,1,5,5,1,5,,10,Two-year (associate's) degree,1,3,5,5,
4/25/2014 22:13:05,,,Never,Atheist,1,1,,1,1,Groovy,Dart,15,1,1,1,1,1,,12,Bachelor's degree,3,1,1,1,
4/25/2014 22:10:38,,,At least once a week,Christian,1,3,,2,4,JavaScript,JavaScript,1,4,3,3,3,1,,0,High school diploma,3,3,1,3,
4/25/2014 22:13:13,,,At least once a year,"Agnostic, Unitarian Universalist",1,1,,1,1,C++,C++,5,1,1,1,1,1,,2,Bachelor's degree,4,1,1,1,
4/25/2014 22:14:04,,,Never,"Liberal, Atheist, Humanist",1,,,1,1,"groovy, scala, java",standard ml,23,1,,1,1,1,,15,Some post-graduate education,4,1,1,1,
4/25/2014 22:15:17,,,Never,Atheist,1,1,,1,1,C#,C#,8,1,1,1,1,1,,2,Bachelor's degree,3,1,1,1,
4/25/2014 22:16:11,,,Never,Atheist,1,1,,1,1,"java, python.",java,0,1,1,1,1,1,,0,High school diploma,3,1,1,3,
4/25/2014 22:17:34,,,Never,"Liberal, Atheist",2,1,,1,1,php,ruby,6,1,1,1,1,2,,6,Some or no formal education,3,1,1,2,
4/25/2014 22:24:39,,,,"Liberal, Agnostic, Atheist",2,2,,1,1,python,python,15,1,2,3,1,1,,11,Graduate degree,3,1,1,2,
4/25/2014 22:28:19,,,Never,Agnostic,1,1,,1,1,C++,C++,20,1,1,1,1,1,,10,Graduate degree,3,1,1,1,
4/25/2014 22:28:31,,,Never,Agnostic,4,1,,1,1,Java,Java,4,1,1,1,1,2,,2,Bachelor's degree,1,1,1,4,
4/25/2014 22:27:42,,,Never,I believe in myself,1,1,,1,1,c++,c++,10,1,1,1,1,1,,6,Some or no formal education,3,1,1,1,"It's a poorly constructed and quite biased survey.

Most of the questions would have been fine with the basic yes/no answers, but that's just icing on the cake.
Writing the survey as some kind of christian who is acknowledging other religions in some degree is just a good way to avoid getting statistically usable data."
4/25/2014 22:35:57,,,More than twice a week,Christian,5,5,,5,5,python,python,40,5,5,5,1,5,,28,Bachelor's degree,1,5,3,5,"Lots of the questions are ambiguous (e.g. what does ""reconciled or joined"" mean, what does ""present form"" mean)."
4/25/2014 22:36:27,,,Never,"Liberal, Moderate, Agnostic, Atheist",1,1,,1,1,"C#, Java, Javascript",C#,3,1,1,1,1,1,,1,Bachelor's degree,4,1,1,1,
4/25/2014 22:47:01,,,At least once a year,Atheist,4,1,,1,2,"c#, JavaScript, visual basic",c#,20,3,2,1,2,1,,12,Graduate degree,4,4,1,2,
4/25/2014 22:46:29,,,Never,Atheist,1,1,,1,1,C#,C#,10,1,1,1,1,1,,8,Graduate degree,5,1,1,1,
4/25/2014 22:41:53,,,Never,Atheist,1,1,,1,1,C#,C#,21,1,1,1,1,1,,14,Two-year (associate's) degree,1,1,1,1,
4/25/2014 22:48:03,,,Never,"Jewish, Atheist",2,3,,1,1,"Java, Python",Python,11,1,1,3,1,2,,5,Graduate degree,3,1,1,1,
4/25/2014 22:48:08,,,Never,Catholic,3,5,,1,5,C#,C++,12,5,5,3,3,1,,10,Some higher education,3,3,5,1,Christians <> Catholic
4/25/2014 22:55:39,,,Never,"Agnostic, Atheist, Humanist",1,1,,1,1,Java,Haskell,5,1,1,1,1,1,,0,Bachelor's degree,3,,,5,
4/25/2014 22:53:04,,,At least once a month,"Jewish, Agnostic",1,3,,3,3,"C#, T-SQL",C#,8,3,2,4,3,1,,5,Graduate degree,2,1,2,1,
4/25/2014 22:57:49,,,Never,"Agnostic, Atheist, Humanist",1,1,,1,1,Java,Haskell,5,1,1,1,1,1,,0,Bachelor's degree,3,1,1,1,
4/25/2014 22:51:34,,,At least once a year,Agnostic,4,1,,1,1,C++,C++,4,1,1,2,1,1,,0,Some higher education,3,2,1,2,"Pretty good, should yield some interesting results. A little short."
4/25/2014 23:03:51,,,Never,Agnostic,1,1,,1,1,c#,c#,20,1,1,1,1,1,,15,Bachelor's degree,2,1,1,1,
4/25/2014 23:05:19,,,Never,"Liberal, Atheist",1,1,,1,1,Java,Scala,6,1,1,1,1,1,,0,Two-year (associate's) degree,1,1,1,1,
4/25/2014 23:06:30,,,Never,"Atheist, Humanist",1,1,,1,1,,C,2,1,1,1,1,1,,0,Some higher education,3,1,1,1,
4/25/2014 23:06:06,,,Never,Atheist,,,,,,,C++,12,,,,,,,,,,,,,
4/25/2014 23:06:45,,,Never,"Christian, Moderate, Gnostic",5,5,,2,3,C++,Python,33,4,1,3,4,5,,24,Bachelor's degree,4,1,1,2,
4/25/2014 23:13:26,,,Never,Atheist,1,1,,1,,python,python,14,,,1,,1,,5,High school diploma,3,1,1,1,
4/25/2014 23:15:16,,,At least once a week,"Christian, Conservative",4,5,,4,5,Java,Java,5,5,2,5,5,3,,1,Bachelor's degree,3,3,4,4,
4/25/2014 23:12:24,,,Never,Atheist,1,1,,1,1,Python,Python,16,1,1,1,1,1,,15,Some post-graduate education,1,1,1,1,
4/25/2014 23:15:38,,,Never,"Liberal, Atheist, theological noncognitivist",1,1,,1,1,"bash, perl, C#",lisp,31,1,1,1,1,1,,15,Graduate degree,1,1,1,1,"I thought it was strange that all the questions were phrased in the positive attitude towards belief. I wonder if the results would be different if you phrased them the other way, such as ""Naturalistic forces are sufficient..."", etc."
4/25/2014 23:16:25,,,Never,Atheist,1,1,,1,1,C#,C#,30,1,1,1,1,1,,25,Graduate degree,4,1,1,1,
4/25/2014 23:17:41,,,More than twice a week,Jedi,5,3,,5,5,SabreLITE,JarJarScript,9000,5,3,5,5,5,,9001,Some higher education,5,5,5,3,May the force be with you.
4/25/2014 23:18:15,,,Never,Agnostic,1,1,,1,1,Python,Python,10,1,1,1,1,1,,4,Graduate degree,4,1,1,3,
4/25/2014 23:19:02,,,Never,Atheist,1,1,,1,1,"Java,objective c,javascript",C#,10,1,1,1,1,1,,8,Bachelor's degree,3,1,1,1,
4/25/2014 23:19:43,,,Never,Atheist,1,3,,1,1,JavaScript,C#,3,1,3,1,1,1,,0,High school diploma,1,1,1,1,
4/25/2014 23:25:11,,,Never,Atheist,1,1,,1,1,Java,C,1,1,1,1,1,1,,0,High school diploma,1,1,1,1,Awesome
4/25/2014 23:28:08,,,At least once a week,"Christian, Buddhist, Conservative, Humanist",2,3,,2,1,R,Perl,3,1,1,4,3,1,,1.5,Bachelor's degree,2,3,1,2,
4/25/2014 23:22:20,,,At least once a year,Atheist,2,1,,1,1,,Python,2,1,1,1,1,1,,0,High school diploma,3,1,1,1,"If possible maybe a ""comment"" for each religious question, very nice survey though, I believe it touched on most of the religious bases."
4/25/2014 23:27:41,,,Never,Atheist,1,1,,1,1,C,C,11,1,1,1,1,1,,7,Bachelor's degree,3,1,1,1,
4/25/2014 23:28:48,,,Never,Agnostic,1,1,,1,1,JavaScript,C#,2,1,1,1,1,1,,0,Bachelor's degree,1,1,1,1,
4/25/2014 23:29:23,,,Never,Atheist,1,1,,1,1,objective-c,objective-c,25,1,1,1,1,1,,11,Graduate degree,4,1,1,1,
4/25/2014 23:30:27,,,Never,"Buddhist, Pagan, Liberal, Agnostic, Atheist, Humanist",1,1,,1,1,C#,C/C++,6,2,4,1,3,3,,3,Bachelor's degree,3,2,1,1,
4/25/2014 23:30:44,,,Never,"Agnostic, Atheist",2,2,,1,2,"C#,T-SQL",F#,22,2,1,2,2,1,,17,Some post-graduate education,5,2,1,2,"I don't know if you can identify trends for something like this, but if I still believed that the basics of Christianity were true, I would almost certainly be Quaker.  I admire their approach to religion, and my son went to a Quaker elementary school."
4/25/2014 23:32:00,,,Never,Atheist,1,1,,1,1,objective c,lisp,11,1,1,1,1,1,,9,Bachelor's degree,1,1,1,1,
4/25/2014 23:33:00,,,Never,Agnostic,3,2,,1,1,Ruby,Ruby,5,3,1,1,2,2,,2,Bachelor's degree,2,1,1,1,
4/25/2014 23:36:12,,,Never,"Atheist, Humanist",1,1,,1,1,Ruby,Python,17,1,1,1,1,1,,13,Two-year (associate's) degree,3,1,1,1,
4/25/2014 23:35:50,,,At least once a month,Christian,5,5,,5,5,Perl,Perl,21,5,5,5,1,3,,11,Graduate degree,1,3,2,2,
4/25/2014 23:36:59,,,Never,Atheist,,1,,1,1,,C++,2,1,1,1,1,1,,0,High school diploma,1,1,1,1,
4/25/2014 23:39:04,,,Never,Agnostic,2,1,,1,1,Python,Javascript,12,1,1,1,1,1,,3,Bachelor's degree,4,1,1,1,
4/25/2014 23:40:11,,,Never,Atheist,1,1,,1,1,Java,C,7,1,1,3,1,1,,2,Bachelor's degree,2,1,1,1,
4/25/2014 23:50:32,,,Never,"Agnostic, Humanist",1,1,,1,1,C#,Python ,4,1,1,2,1,1,,1,Bachelor's degree,1,1,1,1,
4/25/2014 23:46:16,,,Never,"Agnostic, Atheist",1,1,,1,1,c++,c++,13,1,1,1,1,1,,6,Bachelor's degree,2,1,1,1,
4/25/2014 23:47:11,,,Never,Atheist,1,1,,1,1,C#,C#,17,1,1,2,1,1,,12,Bachelor's degree,2,2,1,1,
4/25/2014 23:56:18,,,Never,Atheist,1,3,,1,1,Java,C#,15,1,1,2,1,1,,10,Graduate degree,3,4,1,1,Some questions need an N/A option. It's silly to say whether I think god is personal or impersonal when I don't think it exists in the first place.
4/25/2014 23:56:40,,,Never,Atheist,1,1,,1,1,"C++, Python",C#,2,1,1,1,1,1,,1,Some higher education,4,1,1,1,
4/26/2014 0:09:15,,,At least once a month,"Christian, Buddhist",5,5,,1,3,C#,C#,9,3,1,5,5,5,,3,Some higher education,1,1,3,5,
4/26/2014 0:09:29,,,Never,Atheist,1,1,,1,1,Javascript,Haskell,10,1,1,2,1,1,,5,Some post-graduate education,3,2,1,1,Too many questions that just amount to the same thing. Actually not sure what this survey is attempting to find out.
4/26/2014 0:28:03,,,Never,Atheist,1,1,,1,1,C,C,37,1,,1,1,1,,34,Graduate degree,5,1,1,1,
4/26/2014 0:29:48,,,Never,Atheist,1,1,,1,1,Java,Scala,15,1,1,1,1,1,,7,High school diploma,4,1,1,1,
4/26/2014 0:23:25,,,Never,Atheist,1,1,,1,1,X,C,4,1,1,1,1,1,,0,High school diploma,2,1,1,1,
4/26/2014 0:38:44,,,Never,Atheist,2,1,,1,1,Java,Java,3,1,1,2,1,1,,1,Bachelor's degree,2,1,1,1,
4/26/2014 0:33:59,,,Never,"Muslim, Liberal",3,3,,3,4,C#,C#,3,4,1,4,3,1,,1,Two-year (associate's) degree,4,2,1,2,
4/26/2014 0:34:13,,,Never,Atheist,1,1,,1,1,delphi,python,10,1,1,2,1,1,,3,Bachelor's degree,3,1,3,3,
4/26/2014 0:32:49,,,Never,"Buddhist, Liberal, Moderate, Agnostic, Atheist, Humanist",2,1,,1,1,"JavaScript, Java",Lisp,4,1,1,2,1,,,2,Some post-graduate education,4,2,1,1,
4/26/2014 0:48:20,,,Never,Atheist,1,1,,1,1,php,php,15,1,1,1,1,1,,4,Some or no formal education,3,1,1,1,
4/26/2014 0:55:17,,,Never,Atheist,1,1,,1,1,"JavaScript, Python",Python,20,1,1,1,1,1,,8,Bachelor's degree,1,1,1,1,
4/26/2014 0:48:26,,,Never,Atheist,1,1,,1,1,"C, Bash, Go",Haskell,6,1,1,1,1,1,,1,Bachelor's degree,3,1,1,3,
4/26/2014 0:56:31,,,At least once a year,"Jewish, Buddhist, Liberal",1,1,,1,1,,Haskell,13,1,1,3,3,1,,5,Bachelor's degree,3,2,1,1,
4/26/2014 1:05:36,,,Never,Atheist,1,1,,1,1,Python,Python,10,1,1,1,1,1,,6,Some higher education,5,1,1,1,
4/26/2014 1:05:31,,,At least once a week,"Christian, Moderate, Conservative",3,5,,4,2, Julia,Julia,6,4,4,5,5,5,,4,Graduate degree,4,1,3,3,
4/26/2014 1:08:24,,,Never,Atheist,1,1,,1,1,java,haskell,16,1,1,1,1,1,,10,Some higher education,1,1,1,1,
4/26/2014 0:57:52,,,Never,none,3,2,,1,1,c#,c#,7,1,1,3,1,1,,5,Bachelor's degree,3,2,1,2,interesting
4/26/2014 1:17:56,,,Never,Atheist,1,1,,1,1,C#,C#,20,1,1,3,1,1,,14,Some post-graduate education,3,2,1,1,Thank you!
4/26/2014 1:12:50,,,Never,Atheist,1,1,,1,1,C++,Python,10,1,1,2,1,1,,2,Graduate degree,3,2,1,1,
4/26/2014 1:24:12,,,Never,Agnostic,1,,,,1,,scheme,20,1,,1,1,1,,20,Some post-graduate education,5,1,1,1,
4/26/2014 1:18:25,,,Never,"Agnostic, Atheist",2,1,,1,1,php,php,8,1,1,1,1,1,,1,Two-year (associate's) degree,1,1,1,1,The questions were oddly worded in a way that made me lean towards disagree
4/26/2014 1:25:15,,,Never,Atheist,1,1,,1,1,c++,c++,13,1,1,1,1,3,,6,Some higher education,4,1,1,1,
4/26/2014 1:30:12,,,Never,Atheist,3,1,,1,1,python,javascript or golang,5,1,1,3,1,1,,0,Some higher education,4,1,1,1,"Cool survey, I would like to see the results.  I have personally found a deep interest in science with programmers.  Most of my coworkers either believe in a tangent of spinozas God, or that God is really what we explore now as physics, a set of rules and forces that drive the universe.  There is only one programmer I know that thinks God is a personable entity."
4/26/2014 1:32:14,,,Never,"Agnostic, Atheist",1,1,,1,,"javascript, php, html, css",javascript,10,1,1,1,1,1,,6,Two-year (associate's) degree,2,1,1,1,
4/26/2014 1:43:02,,,Never,Atheist,1,,,1,1,"Clojure, Java, JavaScript",Clojure,20,1,,1,1,1,,14,Bachelor's degree,3,1,1,1,
4/26/2014 1:45:30,,,Never,Agnostic,4,1,,1,1,C++,C++,7,1,1,1,1,1,,2,Bachelor's degree,3,1,1,5,
4/26/2014 1:47:12,,,Never,Atheist,1,1,,1,1,Java,Java,2,1,1,1,1,1,,0,Some higher education,4,1,1,1,
4/26/2014 1:47:35,,,Never,Atheist,1,1,,1,1,Javascript,Javascript,11,1,1,3,1,1,,4,Some higher education,1,1,1,1,
4/26/2014 1:58:49,,,Never,Atheist,,,,,,java,python,3,,,,,,,1,Graduate degree,,,,,
4/26/2014 1:56:05,,,Never,Atheist,2,1,,1,1,"Java,C#,C++,C",C,25,1,1,3,1,1,,18,Some or no formal education,3,1,1,3,
4/26/2014 1:57:04,,,Never,Atheist,1,1,,1,1,"php, javascipt",php,8,1,1,1,1,1,,7,Some higher education,4,1,1,1,"I think the questions are a bit repetitive, but I'm interested to see the results."
4/26/2014 2:02:41,,,Never,Atheist,1,1,,1,1,Java,Haskell,14,1,1,1,1,1,,2,High school diploma,1,1,1,1,
4/26/2014 2:04:02,,,Never,Atheist,1,1,,1,1,Java,Java,20,1,1,1,1,1,,15,Bachelor's degree,3,1,1,1,
4/26/2014 2:05:48,,,Never,"Liberal, Agnostic, Humanist",1,1,,1,1,Java,Clojure,9,1,1,3,1,1,,5,Bachelor's degree,2,1,1,5,
4/26/2014 2:05:45,,,At least once a week,Christian,5,5,,5,4,"Javascript, C#",Javascript,10,5,3,5,3,3,,4,Bachelor's degree,5,1,5,5,Preferred OS would've been another really imteresting thing to break this down based on
4/26/2014 2:06:09,,,At least once a year,Christian,4,1,,1,3,C,Python,6,3,1,2,2,1,,1,Bachelor's degree,3,1,1,1,
4/26/2014 2:09:34,,,More than twice a week,Vimist,3,3,,5,1,Java,C,12,1,1,5,1,1,,5,Graduate degree,1,1,1,1,
4/26/2014 2:21:51,,,At least once a year,Jewish,,,,,,c++,c++,15,,,,,,,12,Graduate degree,,,,,
4/26/2014 2:22:22,,,Never,Atheist,1,1,,1,1,C++,D,3,1,1,1,1,1,,1,Bachelor's degree,4,1,1,1,
4/26/2014 2:34:32,,,Never,Agnostic,1,1,,1,1,Java,Clojure,20,1,1,3,1,1,,20,Bachelor's degree,3,3,1,1,
4/26/2014 2:36:00,,,Never,Atheist,1,1,,1,1,C++,C++,13,1,1,1,1,1,,5,High school diploma,3,1,1,1,
4/26/2014 2:42:05,,,Never,"Agnostic, Atheist",2,1,,1,1,asp.net,c#,7,1,1,2,1,1,,3,Bachelor's degree,4,2,1,1,
4/26/2014 2:41:03,,,Never,"Liberal, Atheist, Humanist",1,1,,1,1,"Haskell, Isabelle, Standard ML, Agda",Haskell,12,1,1,1,1,1,,4,Some post-graduate education,3,1,1,1,
4/26/2014 2:43:18,,,Never,Atheist,2,1,,1,1,Python,Sed,3,1,1,1,1,1,,1,Some higher education,2,2,1,2,You should make an option to receive results by email
4/26/2014 2:44:25,,,Never,Atheist,1,1,,1,1,Ruby ,Ruby ,15,1,1,1,1,1,,6,Bachelor's degree,5,1,1,1,
4/26/2014 2:45:07,,,Never,Atheist,1,1,,1,,C#,Lisp,5,,,1,,1,,3,Bachelor's degree,1,1,1,1,
4/26/2014 2:46:33,,,Never,Atheist,1,1,,1,1,"C,Assembly",C,10,1,1,2,1,1,,3,Bachelor's degree,4,1,1,1,
4/26/2014 2:47:11,,,More than twice a week,Christian,5,5,,5,1,Java ,Java,1,5,5,5,5,1,,,Some higher education,1,5,5,5,
4/26/2014 2:51:30,,,Never,Atheist,1,1,,1,1,C#,Python,10,1,1,1,1,1,,5,Two-year (associate's) degree,1,1,1,5,
4/26/2014 3:12:13,,,Never,Atheist,2,2,,1,1,C#,f#,17,1,1,1,1,1,,15,Some post-graduate education,3,1,1,1,
4/26/2014 3:17:49,,,Never,Atheist,1,1,,1,1,Actionscript,Actionscript,15,1,1,1,1,1,,6,Some higher education,3,,1,1,
4/26/2014 3:00:52,,,Never,Atheist,1,1,,1,1,"C++,PHP",C++,28,1,1,1,1,1,,18,Graduate degree,1,1,1,1,
4/26/2014 3:15:31,,,At least once a year,Agnostic,1,1,,1,1,Objective-C,C,30,1,1,2,1,1,,25,Bachelor's degree,1,1,1,1,
4/26/2014 3:18:00,,,Never,"Agnostic, Atheist",1,1,,1,3,"Java,C",Clojure,3,3,1,3,3,1,,0,Some higher education,1,1,1,1,
4/26/2014 3:19:10,,,Never,Atheist,1,1,,1,1,,scala,4,1,1,1,1,1,,1,Bachelor's degree,3,1,1,1,
4/26/2014 3:20:33,,,Never,Atheist,1,1,,1,1,Java,Go,13,1,1,1,1,1,,4,Bachelor's degree,4,1,1,1,
4/26/2014 3:26:20,,,Never,"Agnostic, Atheist, Humanist",3,1,,1,1,"javascript, go, lua",javascript,6,1,1,1,1,1,,4,Some or no formal education,3,3,1,1,
4/26/2014 3:26:39,,,Never,"Liberal, Atheist",1,1,,1,1,PHP,PHP,10,1,1,1,1,1,,5,Some post-graduate education,4,1,1,1,
4/26/2014 3:30:28,,,Never,Liberal,5,5,,2,1,c#,f#,20,1,1,2,3,4,,15,High school diploma,1,1,5,1,
4/26/2014 3:36:24,,,At least once a week,Christian,4,5,,3,4,Python,C,15,4,1,4,5,1,,5,Graduate degree,3,2,2,1,
4/26/2014 3:40:29,,,Never,Atheist,1,1,,1,1,,Ruby,8,1,1,1,1,1,,,,2,1,1,1,
4/26/2014 3:48:24,,,Never,Atheist,1,3,,3,1,Ruby,Haskell,10,1,3,1,1,1,,1,Some higher education,4,1,1,1,
4/26/2014 3:45:06,,,Never,Atheist,1,1,,1,1,"Java, Ruby, Python",Java ,5,1,1,1,1,1,,2,Bachelor's degree,3,1,1,1,
4/26/2014 3:43:29,,,Never,Agnostic,2,1,,1,3,Java,Java,10,3,1,3,1,1,,1,Bachelor's degree,3,3,1,1,"Some questions are needlessly beating around the bush. If you want to know whether I believe in creationism vs. evolution, just ask directly."
4/26/2014 3:49:36,,,At least once a year,jedi,3,3,,1,1,c++,python,5,1,4,1,3,2,,,High school diploma,1,1,1,2,nyc except i went fr jedi :)
4/26/2014 3:49:33,,,Never,Atheist,1,1,,1,1,C#,C#,28,1,1,2,1,1,,14,Bachelor's degree,4,2,1,1,
4/26/2014 4:15:10,,,Never,Atheist,1,1,,1,3,C,C,2,3,1,1,1,1,,0,Bachelor's degree,5,1,1,1,
4/26/2014 4:09:09,,,Never,"Buddhist, Agnostic",2,1,,1,1,C++,C,3,1,1,1,5,5,,2,Some higher education,3,1,1,1,
4/26/2014 4:10:33,,,Never,Atheist,1,1,,1,1,ruby,haskell,8,1,1,1,1,1,,4,Bachelor's degree,4,1,1,5,
4/26/2014 3:57:37,,,At least once a week,Christian,5,5,,5,5,Java,Python,3,5,2,5,2,4,,1,Bachelor's degree,3,3,3,5,
4/26/2014 4:15:44,,,Never,Atheist,1,1,,1,1,Java,C++,20,1,1,1,1,1,,10,Some post-graduate education,3,1,1,1,
4/26/2014 4:20:24,,,Never,"Agnostic, Atheist",1,1,,1,1,"Scala, C#, C++",Scala,12,1,1,1,1,1,,8,Some post-graduate education,4,2,1,1,
4/26/2014 4:28:50,,,Never,Agnostic,1,1,,1,1,,Java,1,1,1,1,1,1,,,Some higher education,1,1,1,1,
4/26/2014 4:26:37,,,At least once a year,"Liberal, Agnostic, Atheist",2,3,,1,1,javascript,javascript,2,1,1,2,2,1,,1,Bachelor's degree,1,1,1,2,it was a survey for the ages
4/26/2014 4:30:20,,,Never,Agnostic,3,1,,1,1,C++,C++,15,1,5,1,5,5,,0,Bachelor's degree,3,1,2,3,
4/26/2014 4:35:38,,,Never,Atheist,1,1,,1,1,f#,f#,12,1,1,1,1,1,,7,Bachelor's degree,3,1,,1,
4/26/2014 4:42:56,,,Never,Atheist,1,,,,1,"C#, JavaScript, Basic",C#,20,1,,1,1,1,,12,Some post-graduate education,2,1,1,1,
4/26/2014 4:46:01,,,Never,Atheist,1,1,,1,1,php,Python,16,1,1,1,1,1,,7,Some higher education,3,1,1,1,
4/26/2014 4:44:01,,,,"Atheist, Humanist",1,1,,1,,java,javascript,12,,1,1,1,1,,7,Graduate degree,4,1,1,1,
4/26/2014 4:59:01,,,At least once a year,"Christian, Agnostic",1,1,,1,1,ruby,rust,10,1,1,1,1,1,,9,Bachelor's degree,4,1,4,5,
4/26/2014 5:48:15,,,Never,Atheist,1,1,,1,1,Bash,Python,5,1,1,1,1,1,,4,Some higher education,4,1,1,1,
4/26/2014 4:47:06,,,At least once a year,Atheist,1,1,,1,1,C++,Haskell,8,1,1,2,1,1,,6,Bachelor's degree,1,1,1,1,
4/26/2014 5:08:28,,,Never,Atheist,1,1,,1,1,"Java,R,Python",Java,8,1,1,1,1,1,,2,Bachelor's degree,2,1,1,1,
4/26/2014 5:14:50,,,Never,Atheist,1,1,,1,1,C,C,8,1,1,1,1,1,,4,Bachelor's degree,1,1,1,1,
4/26/2014 5:31:22,,,Never,Agnostic,3,1,,1,1,PHP,Ruby,10,1,4,1,5,1,,4,Some or no formal education,1,5,1,2,"I believe that God is a metaphor for certain forces in nature which are naturally explainable. It was a way for times of old to explain the origin of everything - as humans, we tend to enjoy minimising unknowns."
4/26/2014 5:34:26,,,Never,Atheist,1,1,,1,1,Java,Ruby,3,1,1,1,1,1,,2,Some higher education,3,1,1,2,
4/26/2014 5:53:06,,,Never,Atheist,4,1,,1,1,c,c,15,1,1,1,1,1,,10,Some post-graduate education,1,1,1,1,
4/26/2014 5:54:04,,,More than twice a week,Muslim,5,,,5,5,C#,C#,10,5,,5,,,,6,Bachelor's degree,3,1,,4,
4/26/2014 6:12:11,,,Never,"Christian, Liberal, Moderate, Agnostic, Atheist",1,1,,1,1,c#,f#,11,1,1,1,1,1,,5,Bachelor's degree,4,1,1,1,
4/26/2014 6:28:01,,,Never,"Agnostic, Atheist",4,1,,1,1,Php,C++,10,1,1,4,3,3,,10,Bachelor's degree,5,1,2,1,
4/26/2014 6:23:31,,,Never,"Christian, Atheist",1,1,,1,5,Php,Python,3,5,1,1,1,1,,2,Graduate degree,3,5,1,,
4/26/2014 6:59:43,,,Never,Atheist,1,1,,1,1,php,php,10,1,1,1,1,1,,8,,1,1,1,1,
4/26/2014 7:05:55,,,At least once a week,"Christian, Moderate, Conservative, Agnostic",3,3,,2,1,coldfusion,python,17,3,3,3,4,4,,16,Graduate degree,3,1,1,3,
4/26/2014 7:10:27,,,Never,"Liberal, Agnostic, Atheist",4,1,,1,1,"C#, SQL, JavaScript",C#,12,1,1,3,1,1,,2,Bachelor's degree,2,1,1,4,
4/26/2014 7:19:45,,,Never,Hindu,1,1,,1,1,C#,C,7,1,1,1,1,1,,5,Bachelor's degree,1,3,1,1,
4/26/2014 7:22:10,,,Never,Atheist,2,1,,1,1,C,C,2,1,1,1,1,1,,,Bachelor's degree,3,1,1,1,
4/26/2014 7:28:09,,,At least once a month,Christian,3,2,,5,2,Python,Python,30,4,,5,5,4,,25,Bachelor's degree,3,5,2,1,
4/26/2014 7:29:28,,,Never,Atheist,1,1,,1,1,c++,go,25,1,1,1,1,1,,20,Graduate degree,4,1,1,1,
4/26/2014 7:33:51,,,Never,Atheist,1,1,,1,1,"C++,C#,F#",C++,28,1,1,1,1,1,,20,Bachelor's degree,1,1,1,1,
4/26/2014 7:39:41,,,Never,Atheist,1,1,,1,1,Actionscript 3,Javascript,13,1,1,3,1,1,,10,Bachelor's degree,5,1,1,1,
4/26/2014 7:43:45,,,At least once a week,Christian,,1,,5,5,C#,F#,15,5,5,5,1,,,11,Graduate degree,1,5,5,5,
